FIPSCode,LocationType,Location,ParentCounty,TypeofSchool,StaffResponse,TimeFrame,DataFormat,Data
06601423,School District,Exeter Unified,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06601423,School District,Exeter Unified,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06109,County,Tuolumne County,,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06109,County,Tuolumne County,,Non_Traditional,Most Students,2013_2015,Percent,N_A
06109,County,Tuolumne County,,Non_Traditional,Some Students,2013_2015,Percent,N_A
06109,County,Tuolumne County,,Non_Traditional,Few Students,2013_2015,Percent,N_A
06109,County,Tuolumne County,,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06610320,School District,Curtis Creek Elementary,Tuolumne County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06610320,School District,Curtis Creek Elementary,Tuolumne County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06610320,School District,Curtis Creek Elementary,Tuolumne County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06610320,School District,Curtis Creek Elementary,Tuolumne County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06610320,School District,Curtis Creek Elementary,Tuolumne County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06618690,School District,Jamestown Elementary,Tuolumne County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06618690,School District,Jamestown Elementary,Tuolumne County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06618690,School District,Jamestown Elementary,Tuolumne County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06618690,School District,Jamestown Elementary,Tuolumne County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06618690,School District,Jamestown Elementary,Tuolumne County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06638250,School District,Summerville Elementary,Tuolumne County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06638250,School District,Summerville Elementary,Tuolumne County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06638250,School District,Summerville Elementary,Tuolumne County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06638250,School District,Summerville Elementary,Tuolumne County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06638250,School District,Summerville Elementary,Tuolumne County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06111,County,Ventura County,,Non_Traditional,Nearly All Students,2011_2013,Percent,S
06111,County,Ventura County,,Non_Traditional,Most Students,2011_2013,Percent,S
06111,County,Ventura County,,Non_Traditional,Some Students,2011_2013,Percent,S
06111,County,Ventura County,,Non_Traditional,Few Students,2011_2013,Percent,S
06111,County,Ventura County,,Non_Traditional,Almost No Students,2011_2013,Percent,S
06111,County,Ventura County,,Non_Traditional,Nearly All Students,2013_2015,Percent,5.1
06111,County,Ventura County,,Non_Traditional,Most Students,2013_2015,Percent,25.7
06111,County,Ventura County,,Non_Traditional,Some Students,2013_2015,Percent,49.1
06111,County,Ventura County,,Non_Traditional,Few Students,2013_2015,Percent,16.0
06111,County,Ventura County,,Non_Traditional,Almost No Students,2013_2015,Percent,3.9
06691047,School District,Ventura County Office of Education,Ventura County,Non_Traditional,Nearly All Students,2011_2013,Percent,S
06691047,School District,Ventura County Office of Education,Ventura County,Non_Traditional,Most Students,2011_2013,Percent,S
06691047,School District,Ventura County Office of Education,Ventura County,Non_Traditional,Some Students,2011_2013,Percent,S
06691047,School District,Ventura County Office of Education,Ventura County,Non_Traditional,Few Students,2011_2013,Percent,S
06691047,School District,Ventura County Office of Education,Ventura County,Non_Traditional,Almost No Students,2011_2013,Percent,S
06691047,School District,Ventura County Office of Education,Ventura County,Non_Traditional,Nearly All Students,2013_2015,Percent,6.7
06691047,School District,Ventura County Office of Education,Ventura County,Non_Traditional,Most Students,2013_2015,Percent,24.0
06691047,School District,Ventura County Office of Education,Ventura County,Non_Traditional,Some Students,2013_2015,Percent,47.5
06691047,School District,Ventura County Office of Education,Ventura County,Non_Traditional,Few Students,2013_2015,Percent,16.2
06691047,School District,Ventura County Office of Education,Ventura County,Non_Traditional,Almost No Students,2013_2015,Percent,5.6
06606030,School District,Briggs Elementary,Ventura County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06606030,School District,Briggs Elementary,Ventura County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06606030,School District,Briggs Elementary,Ventura County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06606030,School District,Briggs Elementary,Ventura County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06606030,School District,Briggs Elementary,Ventura County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06613800,School District,Fillmore Unified,Ventura County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06613800,School District,Fillmore Unified,Ventura County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06613800,School District,Fillmore Unified,Ventura County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06613800,School District,Fillmore Unified,Ventura County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06613800,School District,Fillmore Unified,Ventura County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06628170,School District,Ocean View,Ventura County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06628170,School District,Ocean View,Ventura County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06628170,School District,Ocean View,Ventura County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06628170,School District,Ocean View,Ventura County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06628170,School District,Ocean View,Ventura County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06628270,School District,Ojai Unified,Ventura County,Non_Traditional,Nearly All Students,2013_2015,Percent,S
06628270,School District,Ojai Unified,Ventura County,Non_Traditional,Most Students,2013_2015,Percent,S
06628270,School District,Ojai Unified,Ventura County,Non_Traditional,Some Students,2013_2015,Percent,S
06628270,School District,Ojai Unified,Ventura County,Non_Traditional,Few Students,2013_2015,Percent,S
06628270,School District,Ojai Unified,Ventura County,Non_Traditional,Almost No Students,2013_2015,Percent,S
06629220,School District,Oxnard,Ventura County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06629220,School District,Oxnard,Ventura County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06629220,School District,Oxnard,Ventura County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06629220,School District,Oxnard,Ventura County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06629220,School District,Oxnard,Ventura County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06629220,School District,Oxnard,Ventura County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06629220,School District,Oxnard,Ventura County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06629220,School District,Oxnard,Ventura County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06629220,School District,Oxnard,Ventura County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06629220,School District,Oxnard,Ventura County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06629270,School District,Oxnard Union High,Ventura County,Non_Traditional,Nearly All Students,2011_2013,Percent,4.3
06629270,School District,Oxnard Union High,Ventura County,Non_Traditional,Most Students,2011_2013,Percent,30.4
06629270,School District,Oxnard Union High,Ventura County,Non_Traditional,Some Students,2011_2013,Percent,60.9
06629270,School District,Oxnard Union High,Ventura County,Non_Traditional,Few Students,2011_2013,Percent,4.3
06629270,School District,Oxnard Union High,Ventura County,Non_Traditional,Almost No Students,2011_2013,Percent,0.0
06629270,School District,Oxnard Union High,Ventura County,Non_Traditional,Nearly All Students,2013_2015,Percent,0.0
06629270,School District,Oxnard Union High,Ventura County,Non_Traditional,Most Students,2013_2015,Percent,9.3
06629270,School District,Oxnard Union High,Ventura County,Non_Traditional,Some Students,2013_2015,Percent,56.3
06629270,School District,Oxnard Union High,Ventura County,Non_Traditional,Few Students,2013_2015,Percent,29.8
06629270,School District,Oxnard Union High,Ventura County,Non_Traditional,Almost No Students,2013_2015,Percent,4.6
06630990,School District,Pleasant Valley,Ventura County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06630990,School District,Pleasant Valley,Ventura County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06630990,School District,Pleasant Valley,Ventura County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06630990,School District,Pleasant Valley,Ventura County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06630990,School District,Pleasant Valley,Ventura County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06630990,School District,Pleasant Valley,Ventura County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06630990,School District,Pleasant Valley,Ventura County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06630990,School District,Pleasant Valley,Ventura County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06630990,School District,Pleasant Valley,Ventura County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06630990,School District,Pleasant Valley,Ventura County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06632760,School District,Rio Elementary,Ventura County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06632760,School District,Rio Elementary,Ventura County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06632760,School District,Rio Elementary,Ventura County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06632760,School District,Rio Elementary,Ventura County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06632760,School District,Rio Elementary,Ventura County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06632760,School District,Rio Elementary,Ventura County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06632760,School District,Rio Elementary,Ventura County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06632760,School District,Rio Elementary,Ventura County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06632760,School District,Rio Elementary,Ventura County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06632760,School District,Rio Elementary,Ventura County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06636840,School District,Simi Valley Unified,Ventura County,Non_Traditional,Nearly All Students,2011_2013,Percent,5.6
06636840,School District,Simi Valley Unified,Ventura County,Non_Traditional,Most Students,2011_2013,Percent,44.4
06636840,School District,Simi Valley Unified,Ventura County,Non_Traditional,Some Students,2011_2013,Percent,44.4
06636840,School District,Simi Valley Unified,Ventura County,Non_Traditional,Few Students,2011_2013,Percent,2.8
06636840,School District,Simi Valley Unified,Ventura County,Non_Traditional,Almost No Students,2011_2013,Percent,2.8
06636840,School District,Simi Valley Unified,Ventura County,Non_Traditional,Nearly All Students,2013_2015,Percent,0.0
06636840,School District,Simi Valley Unified,Ventura County,Non_Traditional,Most Students,2013_2015,Percent,38.9
06636840,School District,Simi Valley Unified,Ventura County,Non_Traditional,Some Students,2013_2015,Percent,38.9
06636840,School District,Simi Valley Unified,Ventura County,Non_Traditional,Few Students,2013_2015,Percent,19.4
06636840,School District,Simi Valley Unified,Ventura County,Non_Traditional,Almost No Students,2013_2015,Percent,2.8
06640980,School District,Ventura Unified,Ventura County,Non_Traditional,Nearly All Students,2011_2013,Percent,0.0
06640980,School District,Ventura Unified,Ventura County,Non_Traditional,Most Students,2011_2013,Percent,30.0
06640980,School District,Ventura Unified,Ventura County,Non_Traditional,Some Students,2011_2013,Percent,65.0
06640980,School District,Ventura Unified,Ventura County,Non_Traditional,Few Students,2011_2013,Percent,5.0
06640980,School District,Ventura Unified,Ventura County,Non_Traditional,Almost No Students,2011_2013,Percent,0.0
06640980,School District,Ventura Unified,Ventura County,Non_Traditional,Nearly All Students,2013_2015,Percent,3.3
06640980,School District,Ventura Unified,Ventura County,Non_Traditional,Most Students,2013_2015,Percent,26.7
06640980,School District,Ventura Unified,Ventura County,Non_Traditional,Some Students,2013_2015,Percent,63.3
06640980,School District,Ventura Unified,Ventura County,Non_Traditional,Few Students,2013_2015,Percent,6.7
06640980,School District,Ventura Unified,Ventura County,Non_Traditional,Almost No Students,2013_2015,Percent,0.0
06609640,School District,Conejo Valley Unified,Ventura County,Non_Traditional,Nearly All Students,2011_2013,Percent,S
